"﻿Código Plan";Carrera;Cohorte;"Número de alumno";Bloqueo;"Causal Bloqueo";RUN;DV;Nombres;;"Primer Apellido";"Segundo Apellido";Logro;"Fecha Logro";"Última Carga"
HW1;Magia;2001-01;574767;S;"ALUMNO LICENCIADO";9622782;8;PRICILA;CARLITA;PLITT;VÁSQUEZ;"QUINTO AÑO - EGRESO";2008-01;2008-01
HP1;Magia;2000-01;445338;S;"ALUMNO CON DEUDA MOROSA";23845162;8;KATIA;VALEZKA;VERNAL;PASTEN;"SEGUNDO AÑO";2002-01;2004-01
HP1;Magia;2003-01;467897;S;"ALUMNO EGRESADO";4392089;9;JANNIFFER;FDO.;ORMEÑO;GABRIELLI;"QUINTO AÑO- EGRESO";2008-02;2008-02
HP1;Magia;2002-01;377012;S;"ALUMNO EGRESADO";24496972;8;SILVANA;AHIRAM;MONTE;CALVO;"SEGUNDO AÑO";2004-01;2006-01
HP1;Magia;2002-01;507944;S;"ALUMNO EGRESADO";23915444;1;BÁSTIAN;GENARO;CANTILLANO;ARAMBURU;"SEGUNDO AÑO";2004-01;2006-02
HW2;Magia;2007-01;412520;S;"SUSPENSION DE ESTUDIOS";5123733;4;CUSTODIO;NAWEL;OVIEDO;"SANTA CRUZ";INGRESO;2007-01;
HP1;Magia;2001-01;493224;S;"CAMBIO DE PLAN O CARRERA";15497854;8;HAROL;ESTELINDA;SUNKO;Cavallo;"SEGUNDO AÑO";2003-01;2004-01
HW1;Magia;2001-01;593652;S;"ALUMNO EGRESADO";19697706;8;KYARA;JARIEL;CISTERNAS;"DE LA RIVERA";"QUINTO AÑO - EGRESO";2005-02;2005-02
HW2;Magia;2006-01;474325;S;"SUSPENSION DE ESTUDIOS";11018836;5;EMILIO;JALY;POLIT;MANQUIÁN;INGRESO;2006-01;
HP1;Magia;2001-01;499141;S;"ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO";12156985;K;KARIN;CLEMENTE;YEBER;CARRERA;"PRIMER AÑO";2002-02;2004-01
HP1;Magia;2003-01;419749;S;"ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO";9359952;4;LIZZETTE;RAFAEL;RISCAL;COURDURIER;"PRIMER AÑO";2005-02;2008-02
HP1;Magia;2001-01;566222;S;"BLOQUEO POR NO INSCRIPCION";16400202;6;NATAN;FABIO;ALCAYAGA;COTTET;"SEGUNDO AÑO";2003-01;2004-02
HW1;Magia;2001-01;537651;S;"ALUMNO EGRESADO";12949469;6;PRIMITIVO;STELLA;ORMENO;MENESES;"QUINTO AÑO - EGRESO";2006-01;2006-01
HP1;Magia;2003-01;494794;S;"ALUMNO CON DEUDA MOROSA";5442270;5;MICHELE;GASTÓN;FLEN;PRADENAS;INGRESO;2003-01;
HP1;Magia;2001-01;538145;S;"ALUMNO LICENCIADO";11975163;9;SCARLETTE;MAXIMIL;AVENDAÑO;SORIANO;"SEGUNDO AÑO";2005-01;2008-02
HP1;Magia;2002-01;440087;S;"ALUMNO EGRESADO";18702191;K;DARY;NAOMÍ;SIERRA;STEVENSON;"SEGUNDO AÑO";2004-01;2008-02
HP1;Magia;2002-01;374955;S;"ALUMNO EGRESADO";4210696;3;ANDRE;JOAQUÍN;RUSQUE;CAZCARRA;"QUINTO AÑO- EGRESO";2008-02;2008-02
HW2;Magia;2005-01;432089;S;"ALUMNO CON DEUDA MOROSA";10904360;1;ALAMIRO;ELIANA;MORASSO;MANRÍQUEZ;INGRESO;2005-01;
HP2;Magia;2007-01;644074;S;"BLOQUEO POR NO INSCRIPCION";24862398;7;NEMESIO;GRICEL;CHIARELLA;HEREDIA;INGRESO;2007-01;
HP2;Magia;2007-02;492142;S;"BLOQUEO POR NO INSCRIPCION";14797782;7;INGEBORD;CLARA;DONAIRE;COURDURIER;INGRESO;2007-02;
HP1;Magia;2002-01;579903;S;"ALUMNO EGRESADO";24099748;2;YORKA;URANIA;JARA;REVECO;"SEGUNDO AÑO";2004-01;2006-01
HP1;Magia;2001-01;646245;S;"ALUMNO EGRESADO";12490761;8;RAYSSA;OLIVIA;LOYOLA;SÁNCHEZ;"SEGUNDO AÑO";2004-01;2006-01
HW2;Magia;2007-01;611626;S;"SUSPENSION DE ESTUDIOS";6544661;5;THANIA;MALEN;CONDE;ABU-HANAK;INGRESO;2007-01;
HP1;Magia;2001-01;572143;S;"ALUMNO EGRESADO";23132770;0;CHRISTIANS;VANES;SAPIAINS;ABAZOLA;"SEGUNDO AÑO";2003-01;2007-01
HP1;Magia;2000-01;468393;S;"ALUMNO EGRESADO";24607088;9;ARIÓN;SOFIA;CARCAMO;CORDOVEZ;"SEGUNDO AÑO";2002-01;2004-01
HP1;Magia;2001-01;632217;S;"ALUMNO EGRESADO";14147535;4;LITZBETH;BASEMAT;WARLES;"SANTA CRUZ";"SEGUNDO AÑO";2003-01;2005-02
HP1;Magia;2001-01;421154;S;"ALUMNO EGRESADO";18115614;8;DAFNAH;ALESSANDRA;ORTÚZAR;PICHARA;"SEGUNDO AÑO";2003-01;2005-02
HP1;Magia;2002-01;568933;S;"ALUMNO EGRESADO";12913092;6;NOE;JOSELUIS;YURIN;FAUNDEZ;"SEGUNDO AÑO";2005-01;2007-02
HP1;Magia;2002-01;541055;S;"CAMBIO DE PLAN O CARRERA";5835643;6;YADHIRA;JADIYE;ALCAÍNO;ÑANCUCHEO;"SEGUNDO AÑO";2005-01;2008-02
HP1;Magia;2003-01;408806;S;"ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS";22765830;K;SILAS;BRUNNELA;CAYUL;CAMAGGI;"PRIMER AÑO";2004-01;2006-01
HP2;Magia;2003-01;434698;N;"Sin Bloqueo";7611997;K;REY;RAÙL;DEVOTO;SIGALA;"LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES";2010-01;2010-01
HP1;Magia;2002-01;510997;S;"ALUMNO EGRESADO";4112982;1;NAYARETH;CLAUDETTE;UNDURRAGA;"AL KONR";"SEGUNDO AÑO";2004-01;2006-02
HP1;Magia;2001-01;376130;N;"Sin Bloqueo";9681549;1;ARACELI;JOSEPHA;CROS;ARROYO;"SEGUNDO AÑO";2004-01;2006-01
HP1;Magia;2001-01;537216;S;"ALUMNO EGRESADO";16400391;3;MARIPAZ;AILIN;FLOR;MONTIEL;"SEGUNDO AÑO";2004-01;2007-01
HP1;Magia;2003-01;461882;S;"BLOQUEO ADMINISTRATIVO";18179096;2;YAMNA;PAZLORENA;BALBI;GRATTAROLA;"QUINTO AÑO- EGRESO";2008-02;2008-02
HP1;Magia;2001-01;620198;S;"ALUMNO EGRESADO";20454017;K;MORIA;YAMILY;JULIA;INALEF;"SEGUNDO AÑO";2003-01;2006-02
HP1;Magia;2000-01;516392;S;"ALUMNO EGRESADO";20879290;0;OLAYA;BAUTISTA;ACUNA;TRAUB;"SEGUNDO AÑO";2003-01;2005-02
HP1;Magia;2001-01;554249;S;"ALUMNO EGRESADO";19264451;0;AMAPOLA;NAYADED;VIEDMA;AMBUL;"SEGUNDO AÑO";2003-01;2005-01
HP1;Magia;2001-01;604247;S;"ALUMNO EGRESADO";22499905;7;LEONCIO;IRMA;BAUER;CERON;"SEGUNDO AÑO";2003-01;2005-02
HP1;Magia;2003-01;547745;S;"CAMBIO DE PLAN O CARRERA";25518424;5;CUARTA;LINJA;CARIPÁN;HARRISON;"SEGUNDO AÑO";2005-01;2007-01
HW1;Magia;2003-01;597763;S;"ALUMNO EGRESADO";5261456;5;LIZETTE;NELLY;ERLER;MADINA;"QUINTO AÑO - EGRESO";2008-01;2008-01
HW2;Magia;2006-01;559296;S;"RENUNCIA FINANCIERA";23791376;8;CARLO;DAYARETH;BOSCO;JACQUES;INGRESO;2006-01;
HP1;Magia;2001-01;627163;S;"ALUMNO EGRESADO";10904606;6;JOAQUIN;GIANITZA;BARKOS;CORDOVA;"SEGUNDO AÑO";2003-01;2005-02
HP1;Magia;2001-01;512128;S;"CAMBIO DE PLAN O CARRERA";15607952;4;ISABELLA;DALMA;SALDÍAS;MANCISIDOR;"SEGUNDO AÑO";2004-01;2007-01
HW1;Magia;2001-01;406772;S;"ALUMNO LICENCIADO";22595275;4;LUCY;LIDIA;PICON;MADRID;"QUINTO AÑO - EGRESO";2008-02;2008-02
HP1;Magia;2002-01;546019;S;"ALUMNO EGRESADO";10786850;3;M.IGNACIA;YAMILY;ROBLE;VEGA;"SEGUNDO AÑO";2004-01;2006-01
HW1;Magia;2001-01;497281;S;"BLOQUEO POR NO INSCRIPCION";12657559;8;HUMBE;AIRY;OYANEDEL;VANZI;"TERCER AÑO";2005-01;2005-01
HP1;Magia;2001-01;627278;S;"ALUMNO EGRESADO";5340126;9;MORIN;CONNY;URREJOLA;DTI;"SEGUNDO AÑO";2003-01;2005-02
HP1;Magia;2001-01;408261;S;"ALUMNO LICENCIADO";22247831;5;YOJHAN;YENIFER;HOFMANN;IPINZA;"QUINTO AÑO- EGRESO";2005-02;2005-02
HP1;Magia;2001-01;610172;S;"ALUMNO EGRESADO";13068337;4;ANDREI;GABRI;MARZUQA;PAREJA;"SEGUNDO AÑO";2003-01;2005-02
HP1;Magia;2001-01;426178;S;"ALUMNO EGRESADO";10244115;K;JOSEA.;THAIS;PAULOS;PRATO;"SEGUNDO AÑO";2003-01;2005-01
HP1;Magia;2001-01;440267;S;"ALUMNO EGRESADO";16148534;7;DHAMAR;NIARUS;OLEA;GAVILÁN;"SEGUNDO AÑO";2003-01;2005-01
HP1;Magia;2001-01;452173;S;"ALUMNO EGRESADO";22598282;K;MICAEL;NOEMY;FORONDA;LLEDO;"SEGUNDO AÑO";2003-01;2005-01
HW2;Magia;2008-01;485721;S;"ALUMNO CON DEUDA MOROSA";13857981;6;ORIANA;ESTIVALYA;DANERI;VIO;INGRESO;2008-01;
HP1;Magia;2006-01;559711;S;"ALUMNO EGRESADO";20641190;3;GERMAN;KARENINA;CEBALLOS;TREIMAN;"QUINTO AÑO- EGRESO";2008-01;2008-01
HP1;Magia;2004-01;510635;S;"ALUMNO EGRESADO";17752831;3;GILMAR;ALISSON;BENEVENTI;SOUSA;"SEGUNDO AÑO";2006-01;2008-02
HP2;Magia;2006-01;443499;S;"ALUMNO CON DEUDA MOROSA";21542665;5;DELOUR;DAMISELA;CODOCEO;TENASEN;INGRESO;2006-01;
HW1;Magia;2001-01;440275;S;"SUSPENSION DE ESTUDIOS";25461720;4;VICTO;DALYS;RICHTER;GINEKIS;"PRIMER AÑO";2003-01;2004-01
HW1;Magia;2002-01;550108;S;"ALUMNO LICENCIADO";25190615;K;HAROL;MARIANGEL;ATALA;TONOLLI;"QUINTO AÑO - EGRESO";2007-02;2016-01
HP1;Magia;2002-01;476047;S;"ALUMNO LICENCIADO";4151606;5;SHARON;LILIAN;SLACHEVSKY;MAGALLANES;"SEGUNDO AÑO";2004-01;2006-02
HW2;Magia;2013-01;638320;S;"ALUMNO CON DEUDA MOROSA";8266352;3;ERNEST;JULIA;BENAVIDES;SERPA;INGRESO;2013-01;
HP1;Magia;2000-01;440288;S;"ALUMNO EGRESADO";23313738;6;YENNYFER;MARTHA;FABIA;BOSCO;"SEGUNDO AÑO";2002-01;2005-02
HP1;Magia;2000-01;562344;S;"ALUMNO EGRESADO";18513721;4;RUBY;ROSE;CARLIER;LEÓN;"SEGUNDO AÑO";2002-01;2004-02
HP1;Magia;2000-01;392289;S;"ALUMNO EGRESADO";8706713;6;MISAEL;TRINIDAD;CARDEMIL;GRONDONA;"SEGUNDO AÑO";2002-01;2004-02
HW1;Magia;2004-01;616569;S;"ALUMNO LICENCIADO";10546270;7;PAULIN;GERTRUDIS;CARDEMIL;ALBISTUR;"QUINTO AÑO - EGRESO";2008-01;2008-01
PH2;Magia;2007-01;381109;S;"ALUMNO CON DEUDA MOROSA";15871647;K;FDO.;CHRISTIAN;VALLEJOS;RUF;"4 SEMESTRE";2011-02;2011-02
HP1;Magia;2002-01;636902;N;"Sin Bloqueo";19637854;3;ESTHEPANY;BETSY;ADONES;HIGUERAS;"SEGUNDO AÑO";2005-01;2006-02
HW1;Magia;2002-01;649744;N;"Sin Bloqueo";9215050;3;MORCHIO;GRACIA;ABARCIA;LAM;"QUINTO AÑO - EGRESO";2008-02;2008-02
HW1;Magia;2004-01;373536;S;"ALUMNO LICENCIADO";17395919;9;DELALUZ;URBANO;LEYTON;AGULLO;"QUINTO AÑO - EGRESO";2008-02;2008-02
HW1;Magia;2004-01;494606;S;"ALUMNO EGRESADO";4951066;4;RONALDA;URBANO;"DE AMESTICA";VERDAGUER;"QUINTO AÑO - EGRESO";2005-02;2005-02
HP1;Magia;2002-01;637084;N;"Sin Bloqueo";15829986;6;JOHNY;STEACY;BARRIGA;PARADA;"QUINTO AÑO- EGRESO";2006-02;2006-02
HP1;Magia;2001-01;545270;S;"ALUMNO EGRESADO";7567436;9;VASCO;MERLY;ADONES;PABLAZA;"SEGUNDO AÑO";2003-01;2005-02
HP1;Magia;2003-01;504885;S;"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION";8844274;4;KAROLAINE;ALEJAND;HUAIQUILAF;GRAMOLA;INGRESO;2003-01;
HW2;Magia;2008-01;646892;S;"ALUMNO CON DEUDA MOROSA";5618875;1;YENNY;SOLEDA;ARAMBURU;LANCANAO;INGRESO;2008-01;
HP1;Magia;2002-01;649030;S;"BLOQUEO POR NO INSCRIPCION";17828325;K;JHOAN;ALBERTO;SANTIS;COOPMAN;"SEGUNDO AÑO";2004-01;2006-01
HW1;Magia;2002-01;562738;S;"ALUMNO EGRESADO";20706875;K;OVIDIO;SANTOS;AVALOS;PÉREZ;"CUARTO AÑO";2007-01;2007-02
HW2;Magia;2012-01;552119;S;"ALUMNO CON DEUDA MOROSA";24877729;6;MADELYNE;LAURA;MANRÍQUEZ;SEAMAN;INGRESO;2012-01;
HP1;Magia;2001-01;573190;S;"ALUMNO EGRESADO";13026472;4;TANNIA;BRALLAN;NEIRA;CASANGA;"SEGUNDO AÑO";2003-01;2005-02
HP1;Magia;2002-01;600979;S;"ALUMNO LICENCIADO";22151482;5;JOHNNY;LEOGEM;BALBONTÍN;PASTRICOS;"SEGUNDO AÑO";2004-01;2006-02
HP1;Magia;2002-01;582982;S;"ALUMNO EGRESADO";9590810;5;NAZELLI;IOJAINE;IBACACHE;MAYOR;"SEGUNDO AÑO";2004-01;2006-02
HP1;Magia;2001-01;444207;S;"ALUMNO EGRESADO";20040065;5;KATTHERINE;AVELIN;BITAR;ARRIZAGA;"SEGUNDO AÑO";2003-01;2005-01
HW2;Magia;2011-01;606842;S;"ALUMNO CON DEUDA MOROSA";6409761;4;VRINDA;YOANNA;COLIN;LIBERONA;INGRESO;2011-01;
HP1;Magia;2002-01;612930;N;"Sin Bloqueo";16489225;5;IDANA;REGINA;CAZOR;RIDERELLI;"SEGUNDO AÑO";2004-01;2008-01
HP1;Magia;2005-01;552677;S;"ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO";11427157;8;HAYDELI;MARIETTA;HALIM;BACHO;"PRIMER AÑO";2005-01;2006-01
PH2;Magia;2010-01;643274;S;"CAMBIO DE PLAN O CARRERA";8375688;8;SINAI;KAMILA;HARRIS;MALO;"6 SEMESTRE - BACHILLER";2013-02;
HW2;Magia;2011-01;582713;S;"ALUMNO CON DEUDA MOROSA";8497227;4;MORGAN;YEHIMY;LARRAIN;GUTIERREZ;INGRESO;2011-01;
HP1;Magia;2000-01;637305;N;"Sin Bloqueo";10600698;2;LEYLA;FELIPE;VÁSQUEZ;AYALA;"QUINTO AÑO- EGRESO";2006-02;2006-02
HP1;Magia;2000-01;609341;S;"ALUMNO CON DEUDA MOROSA";10423082;5;ESTEFANIA;JAEL;CABEDO;VERDAGUER;"SEGUNDO AÑO";2005-01;2006-01
HW1;Magia;2003-01;640063;S;"ALUMNO CON DEUDA MOROSA";6991727;8;FABIO;SARAI;OVIEDO;CONTARDO;"SEGUNDO AÑO";2004-01;2007-01
HP1;Magia;2000-01;528299;S;"BLOQUEO POR NO INSCRIPCION";23801982;9;QUETZALI;NISHMA;BASTERRRECHEA;SOUSA;"PRIMER AÑO";2000-02;2000-02
HW2;Magia;2007-01;373523;S;"RENUNCIA FINANCIERA";14862569;3;DAMARY;ARNALDO;FORTE;PEÑAILILLO;INGRESO;2007-01;
HP1;Magia;2000-01;632445;S;"ALUMNO EGRESADO";14304734;8;TYRONE;MARILIN;BENEDETTI;ECHAIZ;"SEGUNDO AÑO";2002-01;2005-02
HP1;Magia;2000-01;623300;S;"BLOQUEO POR NO INSCRIPCION";24785666;6;SERGIO;MARIAPIA;VENEGAS;TORAN;"SEGUNDO AÑO";2004-01;2006-01
HW1;Magia;2000-01;626748;S;"ALUMNO EGRESADO";10818217;6;STEVEN;TATIANA;ARELLANO;PALLERO;"QUINTO AÑO - EGRESO";2007-02;2007-02
HP1;Magia;2001-01;574120;S;"ALUMNO LICENCIADO";10452366;6;LEONARD;LEONARDA;WARNER;LAGOS;"QUINTO AÑO- EGRESO";2005-01;2005-01
HP1;Magia;2000-01;458395;S;"ALUMNO EGRESADO";7901619;9;HIRAM;ZITA;ORSI;SERVAT;"SEGUNDO AÑO";2003-01;2006-01
HW1;Magia;2004-01;590571;S;"NO MATRICULADO ACADEMICO";10838045;K;ILAN;ORIANA;POLIT;ROLANDO;"SEGUNDO AÑO";2007-01;2007-02
HP1;Magia;2001-01;380234;S;"ALUMNO EGRESADO";15925150;6;NAYARE;RALF;LEHMANN;KRAUSS;"SEGUNDO AÑO";2004-01;2006-01
HP1;Magia;2000-01;420435;S;"ALUMNO EGRESADO";19402696;9;BETSABE;MIXALIS;MACHO;ERAZO;"SEGUNDO AÑO";2003-01;2006-02
HP1;Magia;2003-01;537900;N;"Sin Bloqueo";6957574;0;KURT;DELP.;PERONI;SERPA;"SEGUNDO AÑO";2005-01;2008-01
HP1;Magia;2002-01;577911;S;"ALUMNO CON DEUDA MOROSA";15389623;6;MAHATMA;NISET;ELICES;PAVAT;"PRIMER AÑO";2002-02;2010-01
HP1;Magia;2001-01;452226;S;"ALUMNO EGRESADO";25827633;9;VALENTINO;ESTELITA;SCHUFFENEGER;RAUFF;"SEGUNDO AÑO";2003-01;2006-01
HP1;Magia;2001-01;598254;S;"ALUMNO CON DEUDA MOROSA";22819725;9;JENIFER;JEYSON;VEROIZA;VEJAR;"SEGUNDO AÑO";2003-01;2005-01
HG1;"Programa Especial de Licenciatura en Hechicería";2024-01;450109;N;"Sin Bloqueo";11455950;2;IVONNE;INGRID;MANZANO;VILLABLANCA;INGRESO;2024-01;
HP1;Magia;2002-01;546023;S;"BLOQUEO POR NO INSCRIPCION";20330375;4;JING;VALERIA;ROMEO;BERNALES;"SEGUNDO AÑO";2004-01;2006-02
HW1;Magia;2002-01;594731;S;"ALUMNO EGRESADO";20112206;4;ANDRE;ORSON;ABDALA;DOCKENDORFF;"QUINTO AÑO - EGRESO";2007-02;2007-02
HW2;Magia;2008-02;486968;S;"ALUMNO CON DEUDA MOROSA";7700584;1;ADELA;YANARA;"PEÑA Y LILLO";TORNERO;INGRESO;2008-02;
HP1;Magia;2001-01;420156;S;"BLOQUEO POR NO INSCRIPCION";17249373;3;MAXIMO;SONIA;PULGARES;PULGARES;"PRIMER AÑO";2002-02;2005-01
HP1;Magia;2001-01;443134;S;"ALUMNO EGRESADO";7265771;7;MARCIA;FERENIA;TALAVERA;SOTO;"QUINTO AÑO- EGRESO";2005-02;2005-02
HW1;Magia;2002-01;568054;S;"ALUMNO EGRESADO";16760166;0;KATHALINA;ABRIL;CANELO;CANTILLAN;"QUINTO AÑO - EGRESO";2007-01;2007-01
HW2;Magia;2016-01;488727;N;"Sin Bloqueo";5702044;3;ALEJ.;ROSSANA;CABROLIER;CURIHUAL;"LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES";2023-02;2023-02
HW2;Magia;2008-01;576722;S;"ALUMNO CON DEUDA MOROSA";12058463;5;MORCHIO;BRAIRAN;PEREZ;RECONDO;INGRESO;2008-01;
HP1;Magia;2002-01;525025;S;"BLOQUEO POR NO INSCRIPCION";8322907;4;SOHAD;ÁNGELA;BORDONES;GOHURDETT;"PRIMER AÑO";2002-02;2002-02
HW1;Magia;2002-01;505699;S;"BLOQUEO POR NO INSCRIPCION";13206641;4;CATERINA;YAZNA;CABEDO;FRANZANI;"PRIMER AÑO";2006-01;
HP1;Magia;2002-01;414024;S;"ALUMNO EGRESADO";24683347;0;NAZELLI;GAMALIEL;PICHARDO;BANDA;"SEGUNDO AÑO";2003-01;2006-01
HP1;Magia;2004-01;594641;S;"SUSPENSION DE ESTUDIOS";10130884;0;JOSUE;BRAULIO;DURAN;ZAMBRA;INGRESO;2004-01;
HP1;Magia;2002-01;424992;N;"Sin Bloqueo";20905315;7;KATHE;GUILLERM;TITIRO;BISKUPOVIC;"QUINTO AÑO- EGRESO";2006-02;2006-02
HP1;Magia;2002-01;374097;S;"ALUMNO CON DEUDA MOROSA";13202055;1;DINKA;ESTEBAN;KRAEMER;LIBERONA;"SEGUNDO AÑO";2004-01;2006-01
HP2;Magia;2002-01;623952;S;"ALUMNO CON DEUDA MOROSA";13028420;1;MYKAL;MARK;JACQUES;ZANOTTI;"2 SEMESTRE";2009-01;
HW2;Magia;2002-01;465311;S;"ALUMNO CON DEUDA MOROSA";5617696;1;ANTONNELLA;AXELL;HOLGADO;GRATTAROLA;"2 SEMESTRE";2009-01;
HW1;Magia;2004-01;488604;S;"CAMBIO DE PLAN O CARRERA";24723631;6;GYSOU;JAIRO;COÑUEN;BUZETA;"PRIMER AÑO";2005-01;2005-02
HP1;Magia;2002-01;535035;S;"ALUMNO EGRESADO";8082688;8;ANTILLANCA;NADIA;CÉSPED;MONTUPIL;"SEGUNDO AÑO";2004-01;2007-02
HP1;Magia;2001-01;561279;S;"CAMBIO DE PLAN O CARRERA";16178120;1;ZITA;MILTON;AGUILA;YURISCH;"PRIMER AÑO";2004-01;2005-01
HW1;Magia;2001-01;564722;S;"BLOQUEO ADMINISTRATIVO";19829874;1;STEVEN;LIONEL;ALCAZAR;GARATE;"QUINTO AÑO - EGRESO";2008-02;2008-02
PH2;Magia;2005-01;511013;S;"ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO";20609319;1;ARANZA;ALEJ.;LLONA;FEMENÍAS;INGRESO;2005-01;2005-01
HP1;Magia;2001-01;621136;S;"BLOQUEO POR NO INSCRIPCION";6950551;1;MAILEN;ANDRES;IPINZA;CURELLANCA;"SEGUNDO AÑO";2003-01;2005-01
HP1;Magia;2001-01;449068;S;"ALUMNO CON DEUDA MOROSA";20759917;6;JUANITA;FRANCO;"DA COSTA";SELEME;"SEGUNDO AÑO";2003-01;2003-02
HW1;Magia;2001-01;620603;S;"ALUMNO LICENCIADO";24399592;6;LUBEN;JOVANNY;ESPARZA;MÉNDEZ;"QUINTO AÑO - EGRESO";2005-02;2005-02
HP1;Magia;2002-01;371103;S;"ALUMNO CON DEUDA MOROSA";6561435;8;VARINIA;MASSIEL;AVARIAS;CARVAJAL;"SEGUNDO AÑO";2005-01;2007-01
HP1;Magia;2001-01;473219;S;"CAMBIO DE PLAN O CARRERA";14847049;0;FLORENCIA;FELIP;ROMO;CAPINO;"SEGUNDO AÑO";2005-01;2007-02
HW1;Magia;2001-01;382798;S;"ALUMNO LICENCIADO";6624669;0;NATALIA;JAHNS;OYANEDEL;RAPOSO;"QUINTO AÑO - EGRESO";2009-01;2009-01
HP1;Magia;2002-01;504849;S;"ALUMNO CON DEUDA MOROSA";25331797;4;TERESA;MOISES;PARRAO;"GARCÍA DE LA HUERTA";"SEGUNDO AÑO";2004-01;2006-01
HP1;Magia;2001-01;392193;S;"ALUMNO EGRESADO";12747047;6;VIOLETHA;ALLISON;TRAUTMANN;PICHUNMAN;"SEGUNDO AÑO";2004-01;2006-02
HP1;Magia;2002-01;382016;S;"CAMBIO DE PLAN O CARRERA";23318156;6;MARISA;ORLANDO;GAVILAN;CARTES;"SEGUNDO AÑO";2004-01;2007-02
HW1;Magia;2002-01;480776;S;"ALUMNO EGRESADO";14967795;6;ENEDINA;VERÓNICA;CANIO;CABALL;"QUINTO AÑO - EGRESO";2008-02;2008-02
HG1;"Programa Especial de Licenciatura en Hechicería";2024-01;628108;N;"Sin Bloqueo";22456661;K;NIARUS;LILLY;"DE PIEROLA";MALLA;INGRESO;2024-01;
HP1;Magia;2006-01;384706;S;"ALUMNO EGRESADO";4978127;3;PORFIRIO;MINORU;GUTÍERREZ;ARENAS;"SEGUNDO AÑO";2006-01;2007-01
HP1;Magia;2002-01;593004;S;"CAMBIO DE PLAN O CARRERA";10618753;9;HERMANN;AXEL;ATTON;CRIADO;"SEGUNDO AÑO";2005-01;2007-01
HW1;Magia;2002-01;411787;S;"ALUMNO EGRESADO";23818308;9;CRISTIÁN;ZAVKA;LINAY;MAYOR;"QUINTO AÑO - EGRESO";2008-02;2008-02
PH2;Magia;2008-01;521141;S;"ALUMNO CON DEUDA MOROSA";10956642;2;HELDA;ALAIS;TONOLLI;BERLY;INGRESO;2008-01;
HP1;Magia;2002-01;569995;S;"ALUMNO EGRESADO";17361819;3;FRANCESCO;JOCELINNE;BASCUR;KAUFFMANN;"SEGUNDO AÑO";2004-01;2006-01
HP1;Magia;2002-01;534102;S;"BLOQUEO POR NO INSCRIPCION";13597631;4;SANTI;KESSLEY;ECHAGÜE;TORREJON;"PRIMER AÑO";2004-01;2005-01
HW1;Magia;2008-02;559800;S;"ALUMNO EGRESADO";5581472;9;YRAZI;YISEL;ANDREO;PÁEZ;"QUINTO AÑO - EGRESO";2009-01;2009-01
HP1;Magia;2004-01;419636;N;"Sin Bloqueo";9127106;7;MCARIEL;RUY;VERANO;"GARCÍA DE LA HUERTA";"QUINTO AÑO- EGRESO";2008-01;2008-01
HP1;Magia;2002-01;451117;S;"ALUMNO CON DEUDA MOROSA";8426770;0;MAX;CLAUDIA;SALINAS;LIBERONA;"PRIMER AÑO";2003-01;2003-01
HP1;Magia;2001-01;534200;S;"BLOQUEO POR NO INSCRIPCION";12452168;1;GISELA;DIGNA;MANZO;ADONIS;"SEGUNDO AÑO";2003-01;2005-01
HW2;Magia;2005-01;556001;S;"ALUMNO CON DEUDA MOROSA";21776381;5;GRICHKA;PATRIC;VARAS;CORONA;INGRESO;2005-01;
PH2;Magia;2008-01;582135;S;"ALUMNO CON DEUDA MOROSA";24524745;K;MAINA;YEHIMY;THOMAS;ESPINOZA;INGRESO;2008-01;
HP1;Magia;2004-01;471477;S;"CAMBIO DE PLAN O CARRERA";8838377;K;VILMA;ALFREDO;"VON BISCHOFFSHAUSEN";PLAZA;"SEGUNDO AÑO";2006-01;2007-02
HW1;Magia;2004-01;550760;S;"ALUMNO EGRESADO";12409627;K;JENNIFFER;GIGI;ELGUETA;VELASQUEZ;"CUARTO AÑO";2009-01;2009-02
HP1;Magia;2001-01;511186;S;"ALUMNO EGRESADO";18315301;8;BELÉN;JOYCE;CATRIL;QUILODRAN;"SEGUNDO AÑO";2003-01;2005-02
HP1;Magia;2001-01;458205;S;"ALUMNO EGRESADO";22151567;K;ISAIAS;MARITZA;OSORIO;GUZMAN;"SEGUNDO AÑO";2003-01;2005-02
HP1;Magia;2003-01;382828;S;"ALUMNO EGRESADO";4519957;3;CRISTOBA;NELSON;CANESSA;JORDANA;"QUINTO AÑO- EGRESO";2009-01;2009-01
